Delivery_Distance_km,Weather_Condition,Traffic_Level,Order_Size,Delivery_Partner_Rating,Restaurant_Preparation_Time_min,Peak_Hour,Day_of_Week,Order_Value_INR,Delivery_Status
4.9,Cloudy,Medium,Medium,3.3,6.4,Yes,Wednesday,1863.19,On Time
20.6,Stormy,Medium,Medium,4.3,21.4,No,Friday,2363.75,On Time
1.7,Sunny,Medium,Large,2.5,23.1,Yes,Monday,1648.02,On Time
23.0,Sunny,Medium,Small,2.7,17.0,No,Friday,735.01,Delayed
9.1,Sunny,High,Medium,3.2,43.9,No,Thursday,122.07,Delayed
23.4,Sunny,Low,Small,3.5,40.0,Yes,Monday,820.04,Delayed
2.5,Cloudy,Low,Small,4.4,40.3,No,Friday,1197.28,On Time
8.5,Sunny,High,Small,3.6,34.1,Yes,Saturday,1719.04,Delayed
15.2,Sunny,Medium,Medium,2.3,12.3,No,Saturday,1927.56,On Time
23.5,Sunny,Medium,Medium,4.9,18.4,Yes,Tuesday,1023.64,On Time
3.2,Cloudy,High,Small,4.6,26.9,No,Friday,2325.45,On Time
20.4,Cloudy,Medium,Small,2.3,42.3,Yes,Monday,731.54,Delayed
15.7,Sunny,Low,Medium,2.6,8.2,No,Friday,1496.5,On Time
16.4,Sunny,Low,Medium,2.3,9.2,Yes,Saturday,1899.04,Delayed
24.8,Cloudy,Low,Medium,3.4,19.0,Yes,Saturday,342.64,Delayed
8.7,Sunny,Medium,Small,1.4,28.7,No,Wednesday,1521.54,On Time
9.6,Cloudy,Low,Small,2.1,42.7,No,Tuesday,2337.29,Delayed
13.9,Sunny,Medium,Small,3.3,24.9,Yes,Saturday,1981.26,On Time
16.0,Sunny,High,Small,4.3,5.9,No,Friday,2029.55,On Time
8.5,Sunny,Low,Small,3.1,42.2,Yes,Saturday,878.49,Delayed
18.0,Sunny,Medium,Small,2.8,32.3,No,Saturday,957.1,On Time
3.0,Sunny,Low,Small,1.6,35.1,No,Tuesday,1542.44,On Time
5.7,Sunny,Medium,Small,3.9,9.8,No,Monday,1605.06,On Time
1.3,Rainy,High,Medium,1.4,22.5,No,Tuesday,163.32,On Time
19.0,Sunny,Medium,Large,4.1,34.6,No,Thursday,1062.24,On Time
23.7,Cloudy,Low,Medium,3.5,7.7,Yes,Sunday,254.86,Delayed
19.4,Sunny,Low,Small,2.7,43.3,Yes,Thursday,1583.78,On Time
5.1,Cloudy,Low,Large,4.5,10.9,No,Saturday,1276.85,On Time
7.8,Sunny,High,Medium,2.1,12.7,Yes,Friday,1843.59,Delayed
17.1,Rainy,Low,Large,2.8,6.6,No,Sunday,553.41,On Time
8.4,Sunny,Medium,Large,4.2,24.8,Yes,Sunday,700.76,On Time
10.8,Cloudy,Medium,Small,3.5,17.9,No,Monday,2026.56,On Time
7.1,Sunny,Low,Small,4.3,37.8,Yes,Wednesday,1274.31,On Time
13.8,Sunny,High,Small,4.4,22.6,No,Tuesday,935.22,On Time
21.9,Sunny,Low,Large,2.8,28.9,No,Wednesday,187.44,On Time
6.8,Rainy,Low,Small,3.6,28.6,No,Sunday,119.85,On Time
13.7,Cloudy,Low,Large,3.8,42.2,No,Monday,1054.6,Delayed
17.0,Sunny,Low,Large,2.1,34.4,Yes,Friday,1138.49,Delayed
1.2,Rainy,Medium,Small,2.7,22.5,No,Thursday,1636.8,On Time
7.1,Stormy,Medium,Large,2.6,19.3,No,Tuesday,1296.02,On Time
14.6,Rainy,Low,Small,4.2,9.6,Yes,Tuesday,1635.65,On Time
20.8,Sunny,High,Medium,4.4,8.6,No,Monday,2451.89,On Time
6.5,Cloudy,Medium,Large,1.6,7.8,No,Friday,1779.42,On Time
22.6,Sunny,Medium,Small,4.0,34.8,Yes,Monday,1609.68,Delayed
20.8,Sunny,Low,Medium,2.6,14.2,No,Tuesday,1462.75,On Time
10.5,Stormy,Low,Small,4.6,7.9,No,Sunday,561.49,On Time
20.5,Cloudy,High,Small,4.1,12.3,Yes,Sunday,1901.67,Delayed
21.4,Cloudy,Medium,Small,3.9,25.9,No,Saturday,2390.56,Delayed
7.8,Stormy,High,Small,2.9,38.4,No,Friday,698.76,Delayed
3.8,Sunny,Medium,Large,3.9,29.0,No,Monday,292.59,On Time
3.4,Cloudy,Medium,Small,1.4,25.6,No,Friday,2324.69,Delayed
22.1,Sunny,Low,Small,2.3,23.2,No,Saturday,1353.81,On Time
12.9,Sunny,Low,Small,1.3,24.7,Yes,Friday,1418.33,Delayed
17.1,Rainy,Medium,Small,4.1,14.1,No,Friday,1967.6,Delayed
10.4,Sunny,Low,Medium,3.5,18.2,Yes,Saturday,2314.87,On Time
19.7,Sunny,High,Small,1.6,11.9,Yes,Wednesday,1335.37,Delayed
20.8,Rainy,Low,Medium,4.4,34.2,Yes,Friday,1233.26,Delayed
22.4,Sunny,High,Large,3.0,24.4,No,Monday,1529.66,Delayed
16.4,Rainy,Medium,Small,3.3,33.0,Yes,Tuesday,441.53,Delayed
22.4,Cloudy,High,Medium,4.5,33.0,No,Thursday,206.41,Delayed
21.8,Sunny,Medium,Small,2.8,15.0,Yes,Tuesday,1662.45,Delayed
7.5,Cloudy,High,Medium,4.2,42.6,Yes,Sunday,294.72,Delayed
15.1,Sunny,Low,Small,3.1,19.0,Yes,Wednesday,1609.84,On Time
7.3,Sunny,Medium,Small,3.0,10.0,No,Wednesday,1897.84,On Time
16.3,Rainy,Medium,Medium,4.5,5.3,No,Friday,2015.53,On Time
22.5,Stormy,Medium,Small,3.3,27.3,Yes,Saturday,1691.77,Delayed
12.6,Cloudy,Low,Medium,4.0,23.2,Yes,Thursday,1033.01,On Time
20.8,Rainy,Medium,Small,4.1,14.7,No,Friday,1575.62,On Time
1.4,Stormy,High,Small,3.6,26.0,No,Friday,366.81,On Time
21.8,Sunny,Low,Small,2.1,21.1,No,Sunday,2013.64,On Time
23.7,Sunny,Medium,Large,3.5,5.5,Yes,Friday,1634.91,Delayed
8.5,Rainy,High,Small,2.3,27.1,Yes,Sunday,723.06,Delayed
18.0,Cloudy,Medium,Small,2.8,37.1,Yes,Wednesday,684.44,Delayed
20.7,Sunny,Medium,Small,1.9,8.9,No,Saturday,774.87,On Time
4.0,Sunny,Low,Small,1.3,5.1,No,Wednesday,1815.69,On Time
10.9,Sunny,Medium,Large,3.5,38.8,Yes,Saturday,1624.72,Delayed
6.0,Cloudy,Low,Small,2.8,16.6,Yes,Thursday,1855.59,On Time
18.9,Sunny,High,Large,4.0,16.8,Yes,Friday,1781.16,On Time
10.7,Sunny,Medium,Large,2.5,17.9,Yes,Sunday,1198.39,On Time
1.0,Sunny,Low,Large,2.6,24.6,Yes,Sunday,874.52,Delayed
7.3,Cloudy,High,Small,3.0,35.2,Yes,Monday,1461.17,Delayed
5.9,Sunny,Medium,Small,1.0,12.8,Yes,Saturday,1795.08,Delayed
2.8,Sunny,Low,Large,2.7,36.2,No,Friday,2304.01,On Time
13.7,Sunny,Low,Medium,4.3,19.5,Yes,Thursday,2165.62,On Time
9.1,Cloudy,High,Small,1.0,23.2,No,Tuesday,407.03,On Time
6.3,Sunny,Low,Large,3.4,26.2,Yes,Thursday,2184.18,Delayed
23.5,Cloudy,Low,Small,3.1,42.4,Yes,Saturday,555.8,Delayed
8.8,Rainy,Medium,Medium,1.2,18.5,No,Sunday,353.57,Delayed
4.1,Sunny,Medium,Small,3.9,21.9,Yes,Wednesday,579.86,On Time
13.6,Cloudy,Medium,Medium,2.3,11.8,No,Tuesday,100.79,Delayed
22.4,Sunny,Low,Large,4.9,43.3,Yes,Sunday,1849.57,Delayed
19.7,Sunny,Medium,Large,2.5,14.9,No,Friday,2271.06,On Time
4.6,Sunny,Low,Large,2.4,40.5,No,Sunday,1376.88,On Time
8.2,Sunny,High,Small,3.8,29.3,No,Saturday,796.06,Delayed
6.7,Sunny,Low,Medium,3.3,12.0,Yes,Sunday,933.74,Delayed
23.3,Cloudy,Medium,Medium,4.2,33.6,Yes,Tuesday,1799.87,Delayed
7.7,Stormy,High,Small,4.6,34.9,Yes,Monday,2298.82,Delayed
5.1,Sunny,Medium,Small,4.4,35.8,No,Thursday,550.81,On Time
11.9,Sunny,Medium,Large,2.4,12.0,No,Sunday,859.49,On Time
15.7,Sunny,Medium,Small,3.3,13.2,No,Friday,331.62,On Time
4.8,Cloudy,Medium,Medium,3.9,6.3,No,Wednesday,1032.51,On Time
1.6,Sunny,Low,Medium,2.0,44.1,Yes,Sunday,591.75,Delayed
3.3,Sunny,High,Small,3.1,5.9,Yes,Monday,128.7,On Time
16.6,Rainy,Medium,Large,1.2,11.5,No,Saturday,301.33,Delayed
4.9,Cloudy,High,Small,4.0,38.8,No,Wednesday,718.24,Delayed
7.2,Rainy,Low,Medium,2.9,16.2,No,Monday,576.84,Delayed
17.2,Stormy,Medium,Large,3.1,19.7,No,Saturday,468.46,Delayed
21.9,Cloudy,Medium,Medium,2.6,20.5,No,Thursday,531.32,On Time
23.9,Sunny,Low,Large,1.6,21.4,Yes,Sunday,297.51,Delayed
10.2,Cloudy,High,Small,2.0,22.8,Yes,Sunday,1603.61,On Time
6.4,Sunny,Medium,Small,1.9,29.8,Yes,Friday,1870.86,On Time
18.7,Cloudy,Low,Medium,1.8,43.1,Yes,Tuesday,374.83,Delayed
18.1,Sunny,Low,Medium,2.6,41.5,No,Saturday,1626.96,Delayed
24.4,Sunny,Medium,Small,3.8,22.8,Yes,Tuesday,396.49,On Time
3.3,Cloudy,Medium,Small,3.4,8.0,No,Saturday,1140.65,On Time
22.1,Rainy,Medium,Small,4.0,39.9,Yes,Friday,543.8,Delayed
5.2,Rainy,Low,Small,2.4,27.5,No,Monday,2172.7,On Time
18.9,Sunny,Medium,Small,3.1,13.6,No,Monday,1960.79,Delayed
24.9,Stormy,Medium,Large,1.6,23.4,No,Thursday,1861.43,Delayed
6.6,Sunny,Medium,Small,3.5,18.7,Yes,Wednesday,2142.32,On Time
18.8,Sunny,Medium,Large,3.8,6.2,No,Wednesday,2309.01,Delayed
19.6,Stormy,Medium,Small,2.8,38.6,Yes,Saturday,331.51,Delayed
7.7,Rainy,Medium,Large,3.0,36.4,No,Saturday,918.66,On Time
23.1,Cloudy,Medium,Large,4.3,34.8,No,Thursday,819.83,Delayed
2.7,Cloudy,Low,Medium,4.1,37.1,Yes,Tuesday,2402.34,On Time
6.5,Sunny,High,Medium,1.8,38.9,Yes,Friday,2261.32,Delayed
8.1,Sunny,Medium,Small,2.2,31.5,Yes,Friday,388.34,Delayed
3.2,Cloudy,Low,Small,3.7,33.7,No,Saturday,299.24,On Time
6.9,Sunny,Medium,Medium,2.8,45.0,No,Thursday,2101.19,On Time
19.9,Rainy,Low,Small,3.3,37.8,No,Sunday,1139.7,On Time
7.4,Sunny,Medium,Medium,3.6,6.2,Yes,Friday,1105.13,On Time
13.2,Cloudy,Medium,Medium,3.4,26.4,Yes,Monday,1518.11,On Time
4.2,Stormy,Low,Small,1.7,14.1,No,Tuesday,1833.53,On Time
15.2,Sunny,Medium,Large,1.5,32.3,No,Friday,1747.13,On Time
15.7,Sunny,Low,Medium,1.0,32.4,Yes,Tuesday,540.37,Delayed
6.2,Rainy,Medium,Large,4.3,18.9,No,Thursday,1677.26,On Time
2.8,Rainy,Medium,Small,1.8,35.7,Yes,Tuesday,260.93,Delayed
17.8,Sunny,Low,Small,1.7,19.2,Yes,Monday,2092.32,Delayed
16.2,Cloudy,High,Small,1.9,12.8,Yes,Sunday,2406.33,Delayed
12.6,Cloudy,Low,Medium,3.2,11.2,No,Tuesday,2404.64,On Time
22.5,Cloudy,Low,Small,3.7,13.8,No,Monday,863.26,On Time
24.5,Cloudy,Medium,Medium,4.8,7.1,Yes,Saturday,924.72,On Time
18.6,Cloudy,High,Large,1.4,40.1,No,Saturday,2297.33,Delayed
24.1,Cloudy,High,Medium,2.0,43.0,No,Thursday,1166.18,Delayed
4.5,Sunny,Low,Medium,4.1,18.9,Yes,Saturday,2453.39,On Time
4.8,Cloudy,Low,Small,2.6,40.9,Yes,Friday,1886.47,On Time
25.0,Cloudy,Medium,Medium,3.3,34.9,No,Friday,1646.66,Delayed
10.0,Sunny,Low,Medium,1.5,12.9,No,Tuesday,601.67,On Time
14.4,Sunny,Low,Small,4.8,17.6,Yes,Thursday,314.17,On Time
23.7,Cloudy,Medium,Medium,3.8,5.2,Yes,Wednesday,1159.44,Delayed
15.5,Sunny,Low,Large,1.1,25.1,No,Thursday,729.75,Delayed
21.9,Sunny,Low,Large,1.8,19.4,No,Friday,2339.94,On Time
18.0,Sunny,Low,Medium,4.2,43.3,No,Sunday,1598.6,Delayed
21.5,Sunny,Medium,Medium,2.8,38.5,No,Saturday,1307.14,Delayed
12.3,Sunny,Low,Small,4.2,34.3,No,Saturday,418.97,On Time
23.8,Sunny,Medium,Large,3.8,15.9,No,Sunday,1859.4,Delayed
4.0,Cloudy,Low,Medium,4.4,21.4,Yes,Sunday,2420.16,On Time
20.4,Sunny,Low,Small,4.4,26.7,Yes,Wednesday,251.09,On Time
6.6,Sunny,Medium,Medium,2.1,40.3,No,Saturday,2156.76,Delayed
15.9,Cloudy,High,Small,3.3,31.1,Yes,Tuesday,2423.79,On Time
19.6,Rainy,Low,Medium,4.3,7.4,No,Wednesday,2069.14,On Time
17.8,Sunny,Medium,Medium,3.3,27.2,Yes,Saturday,2471.83,On Time
11.6,Rainy,Low,Large,3.0,26.6,No,Saturday,1135.05,Delayed
23.3,Sunny,Medium,Small,4.0,40.2,No,Wednesday,1080.12,On Time
4.9,Rainy,Low,Small,4.9,41.5,No,Tuesday,2001.12,On Time
18.3,Sunny,Low,Medium,4.2,43.7,No,Wednesday,1086.71,On Time
7.1,Cloudy,Medium,Large,4.4,22.1,Yes,Friday,164.65,On Time
17.5,Sunny,Low,Small,1.4,34.9,Yes,Sunday,1029.06,Delayed
5.6,Cloudy,Low,Large,1.4,43.0,No,Friday,807.82,On Time
2.1,Sunny,Low,Medium,1.9,35.0,No,Saturday,2156.72,On Time
19.8,Cloudy,Medium,Large,4.3,35.8,No,Thursday,423.35,Delayed
20.6,Cloudy,High,Small,3.7,31.2,No,Sunday,2495.74,Delayed
4.9,Sunny,Medium,Large,3.1,17.8,No,Sunday,2148.59,On Time
20.4,Cloudy,Medium,Medium,4.4,17.0,No,Wednesday,174.99,Delayed
8.9,Sunny,Medium,Large,4.6,7.8,No,Thursday,695.35,On Time
14.7,Sunny,High,Small,2.7,24.6,Yes,Wednesday,1579.0,Delayed
15.4,Cloudy,Medium,Small,2.2,12.0,No,Monday,2208.99,On Time
22.9,Rainy,High,Small,1.8,35.4,Yes,Monday,280.35,Delayed
14.7,Sunny,High,Small,4.3,29.2,Yes,Monday,1815.15,Delayed
21.9,Sunny,Medium,Medium,4.0,41.9,Yes,Sunday,1138.2,Delayed
11.1,Sunny,Medium,Medium,4.9,11.2,Yes,Sunday,118.78,On Time
16.7,Sunny,Medium,Medium,3.9,18.9,No,Sunday,349.36,Delayed
5.6,Cloudy,Low,Medium,1.4,41.1,No,Friday,1310.18,On Time
18.1,Sunny,Medium,Medium,2.3,35.9,Yes,Sunday,655.3,Delayed
23.3,Sunny,Medium,Small,4.5,24.7,No,Sunday,420.19,On Time
11.3,Cloudy,Medium,Small,1.4,10.7,No,Saturday,1426.98,On Time
16.5,Sunny,Low,Medium,4.8,11.5,No,Thursday,2489.53,On Time
14.1,Cloudy,Medium,Medium,4.9,37.3,No,Thursday,640.34,Delayed
1.3,Sunny,Medium,Large,1.8,25.3,Yes,Thursday,793.12,On Time
22.8,Cloudy,Low,Large,2.9,38.4,No,Friday,632.43,Delayed
20.4,Sunny,Medium,Small,1.6,39.1,Yes,Saturday,625.63,Delayed
11.0,Cloudy,High,Medium,1.2,12.6,Yes,Tuesday,1492.45,Delayed
3.2,Sunny,Low,Medium,1.4,27.6,Yes,Monday,2462.95,Delayed
9.4,Stormy,Medium,Large,2.4,16.7,No,Friday,2443.34,On Time
13.6,Rainy,Medium,Small,1.4,18.9,Yes,Sunday,109.33,Delayed
6.9,Sunny,High,Small,4.9,36.4,No,Wednesday,1252.2,On Time
21.0,Sunny,Medium,Small,3.3,24.1,No,Monday,526.7,Delayed
8.1,Rainy,Low,Large,1.1,43.1,No,Tuesday,126.22,Delayed
5.9,Sunny,Medium,Small,1.7,43.7,No,Monday,280.31,On Time
5.1,Sunny,Medium,Medium,4.3,39.7,No,Tuesday,915.83,On Time
18.4,Cloudy,Medium,Small,3.3,25.2,No,Sunday,1780.19,Delayed
14.1,Sunny,Low,Medium,2.8,16.3,No,Wednesday,353.06,On Time
17.7,Cloudy,Medium,Medium,4.4,36.8,No,Sunday,216.43,On Time
8.0,Cloudy,High,Small,1.4,18.2,Yes,Sunday,2032.83,Delayed
10.6,Rainy,Low,Small,2.0,40.4,No,Sunday,372.7,On Time
22.5,Cloudy,Low,Small,4.5,44.7,No,Thursday,2067.27,On Time
8.9,Rainy,Medium,Medium,1.9,8.6,Yes,Monday,322.3,Delayed
22.7,Cloudy,Medium,Large,3.5,19.3,No,Sunday,2109.39,Delayed
24.2,Cloudy,Medium,Medium,4.2,16.8,Yes,Friday,1406.76,Delayed
1.5,Stormy,Medium,Large,2.6,9.0,No,Saturday,179.42,Delayed
12.9,Rainy,High,Small,1.7,25.3,No,Friday,1367.33,Delayed
15.9,Stormy,Medium,Small,4.3,26.6,Yes,Sunday,2088.99,Delayed
1.3,Cloudy,Medium,Small,1.4,29.0,Yes,Saturday,1792.26,Delayed
9.4,Sunny,Medium,Small,4.1,42.7,No,Tuesday,808.84,Delayed
1.7,Rainy,Low,Small,4.2,22.9,No,Sunday,1578.07,Delayed
15.8,Cloudy,Medium,Small,2.1,32.0,No,Monday,1992.23,On Time
12.1,Stormy,Low,Large,1.1,39.6,Yes,Tuesday,1863.02,Delayed
7.3,Sunny,Medium,Medium,2.4,17.2,Yes,Sunday,1018.92,On Time
19.7,Cloudy,Medium,Medium,1.7,6.0,Yes,Friday,1051.25,On Time
14.0,Sunny,High,Large,3.9,20.9,Yes,Tuesday,172.59,On Time
9.0,Sunny,High,Medium,3.7,40.4,No,Monday,1144.4,On Time
23.4,Sunny,Low,Large,1.8,38.0,No,Sunday,259.52,Delayed
24.4,Sunny,Low,Large,2.9,5.9,No,Friday,819.18,On Time
5.4,Sunny,Medium,Small,3.9,31.2,No,Wednesday,311.33,On Time
24.5,Cloudy,Medium,Small,2.1,37.1,Yes,Tuesday,244.25,Delayed
15.1,Rainy,High,Small,3.2,17.4,No,Sunday,240.02,Delayed
22.0,Sunny,Low,Medium,1.2,40.8,Yes,Saturday,547.05,Delayed
8.0,Rainy,Low,Small,2.6,14.2,Yes,Saturday,2104.13,On Time
2.1,Sunny,High,Large,2.0,13.2,No,Friday,2449.53,On Time
1.3,Sunny,Medium,Medium,2.5,22.7,No,Friday,1569.9,On Time
11.3,Cloudy,Low,Medium,1.0,43.9,No,Friday,2024.39,Delayed
1.1,Cloudy,High,Small,3.5,34.7,No,Thursday,1438.78,On Time
11.7,Sunny,Medium,Medium,4.2,14.3,No,Sunday,2400.13,Delayed
18.9,Sunny,Medium,Small,4.0,31.1,No,Saturday,2189.33,Delayed
17.0,Sunny,High,Small,4.3,40.1,Yes,Thursday,1429.23,Delayed
18.6,Cloudy,High,Small,4.2,9.8,Yes,Tuesday,1793.61,On Time
15.3,Rainy,Medium,Small,4.6,23.3,Yes,Saturday,2425.0,On Time
23.9,Sunny,Medium,Small,1.9,14.4,Yes,Saturday,1676.22,Delayed
6.8,Sunny,Low,Medium,3.3,37.4,No,Saturday,630.72,On Time
22.7,Sunny,Low,Small,4.6,34.8,Yes,Sunday,539.17,On Time
24.6,Cloudy,Medium,Medium,2.3,25.8,Yes,Wednesday,412.46,Delayed
1.1,Sunny,Low,Medium,1.7,32.9,Yes,Thursday,1433.72,On Time
11.3,Sunny,Low,Medium,1.6,10.3,No,Monday,2230.54,On Time
17.2,Sunny,Medium,Medium,4.1,43.6,No,Friday,838.29,On Time
15.7,Sunny,Medium,Large,2.5,17.6,Yes,Monday,1166.13,Delayed
24.7,Sunny,High,Small,4.5,21.5,Yes,Wednesday,1440.66,On Time
16.8,Cloudy,Low,Small,4.0,41.2,Yes,Monday,2410.99,On Time
15.8,Rainy,Low,Large,3.5,22.2,No,Friday,2409.18,Delayed
23.2,Sunny,Medium,Small,3.2,8.0,No,Tuesday,2139.81,On Time
22.7,Sunny,Low,Medium,2.3,7.5,No,Sunday,1760.84,On Time
21.0,Sunny,Medium,Small,4.0,30.0,No,Friday,453.83,On Time
10.8,Sunny,Low,Medium,2.5,13.4,No,Monday,2131.27,On Time
17.7,Sunny,High,Small,2.7,19.0,Yes,Tuesday,1462.67,On Time
23.9,Sunny,Medium,Large,1.1,43.5,No,Monday,2360.34,Delayed
6.8,Cloudy,Low,Medium,2.4,28.0,Yes,Thursday,1361.41,On Time
12.7,Stormy,Medium,Large,1.6,36.1,Yes,Monday,2365.49,Delayed
19.2,Cloudy,Medium,Small,3.2,31.5,No,Saturday,1747.13,On Time
15.3,Stormy,Medium,Medium,2.4,37.3,Yes,Thursday,1000.04,Delayed
19.8,Stormy,High,Medium,4.6,26.1,No,Friday,2103.77,Delayed
7.3,Sunny,High,Small,3.9,12.8,No,Thursday,141.44,On Time
4.1,Cloudy,Low,Small,3.3,6.8,Yes,Thursday,218.1,On Time
12.3,Rainy,Medium,Small,2.3,33.1,No,Tuesday,2308.55,On Time
17.0,Sunny,Medium,Medium,4.0,8.0,Yes,Tuesday,2366.26,On Time
15.3,Sunny,Medium,Large,2.6,37.1,Yes,Monday,1762.46,On Time
15.7,Rainy,High,Medium,4.9,32.5,No,Sunday,963.51,Delayed
3.2,Sunny,High,Small,2.8,29.2,No,Monday,2079.66,On Time
12.8,Sunny,Low,Medium,4.6,34.2,No,Friday,2380.91,Delayed
5.9,Stormy,Medium,Medium,3.1,25.9,No,Saturday,676.39,Delayed
18.1,Sunny,Low,Small,2.5,13.3,No,Sunday,2061.14,On Time
14.4,Sunny,High,Medium,4.4,26.4,No,Saturday,1513.43,Delayed
15.4,Sunny,Low,Small,2.8,44.5,No,Saturday,2446.79,Delayed
15.3,Sunny,High,Medium,4.2,39.0,Yes,Friday,1950.69,Delayed
8.3,Cloudy,Medium,Small,1.7,42.8,No,Thursday,553.49,Delayed
3.0,Cloudy,Medium,Large,1.6,28.8,No,Saturday,839.76,Delayed
10.9,Rainy,Low,Small,3.1,5.4,No,Tuesday,480.94,On Time
8.1,Stormy,Low,Medium,1.1,44.1,No,Sunday,2017.1,Delayed
14.7,Sunny,High,Large,4.3,10.4,Yes,Saturday,1503.15,Delayed
6.4,Cloudy,Medium,Small,2.9,24.9,No,Wednesday,173.38,On Time
6.4,Rainy,Medium,Small,3.4,11.8,No,Saturday,1042.89,Delayed
8.8,Cloudy,Medium,Medium,3.4,37.3,Yes,Monday,1658.93,On Time
5.2,Sunny,Medium,Large,2.2,30.2,No,Tuesday,1637.97,On Time
10.6,Cloudy,Low,Large,3.2,27.9,No,Tuesday,1308.95,On Time
20.8,Sunny,Low,Small,1.3,34.9,Yes,Monday,1475.94,On Time
21.4,Rainy,High,Medium,4.9,9.0,Yes,Tuesday,1115.28,On Time
3.6,Stormy,Medium,Small,4.5,36.9,Yes,Thursday,1728.62,Delayed
8.9,Cloudy,Medium,Small,2.9,30.6,Yes,Saturday,808.41,On Time
15.7,Cloudy,Medium,Small,1.5,18.2,No,Friday,666.29,Delayed
6.4,Sunny,Medium,Medium,4.0,43.0,No,Friday,1167.09,Delayed
23.1,Cloudy,Low,Large,4.7,34.8,No,Saturday,1499.3,On Time
18.0,Rainy,Medium,Large,4.5,7.2,No,Monday,757.1,Delayed
6.3,Sunny,Medium,Small,1.5,12.0,Yes,Thursday,2232.56,On Time
3.6,Cloudy,Medium,Medium,2.6,13.2,Yes,Tuesday,496.81,On Time
2.8,Sunny,Low,Medium,3.5,5.5,Yes,Monday,1589.47,On Time
5.5,Rainy,Medium,Medium,4.2,22.1,Yes,Friday,1702.57,On Time
10.5,Sunny,Low,Medium,2.1,15.2,Yes,Tuesday,489.1,On Time
19.0,Cloudy,Low,Large,2.7,34.2,Yes,Sunday,2475.54,Delayed
4.4,Cloudy,Medium,Large,1.4,36.2,Yes,Thursday,319.71,Delayed
1.9,Cloudy,Medium,Small,4.6,10.0,No,Sunday,699.95,On Time
22.4,Cloudy,Medium,Small,2.9,10.5,Yes,Tuesday,985.32,Delayed
9.0,Stormy,Low,Small,2.9,13.7,Yes,Friday,608.92,On Time
8.9,Sunny,Low,Small,3.0,31.6,No,Saturday,485.74,On Time
13.6,Sunny,Medium,Small,1.6,16.0,No,Monday,241.74,On Time
11.1,Sunny,Low,Large,3.6,36.3,Yes,Saturday,2252.6,On Time
8.1,Sunny,Medium,Small,4.0,10.3,Yes,Tuesday,108.52,On Time
18.2,Sunny,Medium,Large,3.8,29.8,Yes,Tuesday,887.82,Delayed
20.0,Sunny,Medium,Small,2.1,13.4,No,Wednesday,651.19,On Time
20.8,Rainy,Medium,Small,1.7,17.9,Yes,Thursday,2274.96,Delayed
19.5,Sunny,Low,Small,3.6,12.7,Yes,Monday,754.03,Delayed
17.6,Rainy,Low,Medium,3.2,27.5,No,Tuesday,1986.16,On Time
5.6,Cloudy,Medium,Small,3.0,42.1,No,Monday,2029.88,On Time
18.6,Rainy,Medium,Small,4.2,18.5,Yes,Saturday,1925.63,On Time
7.6,Rainy,High,Small,1.5,38.2,No,Friday,1151.87,Delayed
18.3,Sunny,Medium,Large,2.6,6.6,No,Saturday,1468.51,On Time
3.3,Cloudy,Medium,Large,2.6,18.9,No,Sunday,2126.84,On Time
11.2,Rainy,Medium,Small,2.7,11.2,No,Sunday,2328.04,Delayed
10.4,Sunny,High,Small,4.6,30.9,No,Tuesday,231.71,On Time
1.9,Cloudy,Medium,Small,4.5,13.1,Yes,Wednesday,618.79,On Time
22.2,Sunny,Low,Small,4.3,40.4,Yes,Friday,682.88,On Time
17.2,Cloudy,Medium,Small,4.0,33.8,No,Monday,992.37,On Time
19.7,Cloudy,High,Small,4.0,19.9,Yes,Monday,1579.47,On Time
17.0,Cloudy,Medium,Large,3.8,7.1,Yes,Wednesday,1895.5,Delayed
9.2,Sunny,Low,Medium,4.0,41.2,No,Friday,206.5,On Time
13.2,Rainy,Low,Small,1.5,11.6,No,Saturday,876.17,Delayed
4.1,Sunny,High,Large,3.8,38.3,No,Sunday,2239.78,Delayed
4.9,Cloudy,High,Small,2.2,19.3,Yes,Saturday,1269.62,Delayed
8.8,Sunny,Low,Medium,3.2,6.8,Yes,Friday,1346.33,On Time
16.4,Rainy,High,Small,1.5,10.6,Yes,Friday,2336.92,Delayed
15.4,Sunny,High,Large,1.2,21.6,No,Sunday,1331.8,Delayed
19.6,Sunny,High,Medium,1.9,39.1,No,Sunday,1108.4,Delayed
13.8,Rainy,Low,Medium,2.8,15.7,No,Friday,2309.42,On Time
17.2,Sunny,High,Small,2.2,10.0,Yes,Monday,1055.67,Delayed
2.1,Sunny,Medium,Large,4.2,30.4,No,Monday,564.47,On Time
23.4,Sunny,Medium,Large,3.2,29.6,No,Sunday,162.77,Delayed
21.3,Cloudy,Low,Large,2.9,18.1,No,Saturday,462.75,On Time
23.5,Sunny,Low,Small,4.3,36.5,No,Saturday,885.04,Delayed
5.2,Cloudy,Medium,Small,3.7,27.5,No,Friday,1804.53,Delayed
4.5,Sunny,Medium,Small,5.0,43.6,Yes,Friday,1690.36,On Time
14.0,Cloudy,Low,Large,3.1,22.5,Yes,Sunday,2226.27,Delayed
21.1,Cloudy,Low,Medium,1.9,37.5,No,Thursday,2432.1,Delayed
18.7,Sunny,High,Small,3.6,20.1,No,Monday,2155.51,On Time
7.2,Sunny,Medium,Small,3.3,17.3,No,Friday,485.21,On Time
