Current_CGPA,Attendance_Percentage,Weekly_Self_Study_Hours,Coding_Practice_Hours_Per_Week,Previous_Semester_SPI,Internal_Assessment_Marks,Practical_Assignment_Submission,Target_Grade,Additional_Study_Hours_Required
7.43,53.3,31.4,19.4,7.88,3.7,65.3,A+,46.9
6.28,99.9,41.6,22.1,5.4,17.5,82.6,B+,2.8
6.42,51.2,6.1,15.4,8.01,27.4,88.9,A+,41.9
6.54,91.8,46.1,23.8,9.25,27.2,58.0,O,29.2
9.02,68.3,30.6,3.8,5.24,4.5,31.3,B,6.1
7.7,92.1,37.9,33.6,9.0,11.5,16.3,A,18.8
6.56,77.7,53.4,26.3,6.97,1.3,34.6,A,14.8
8.05,95.1,4.6,22.1,5.8,14.1,54.0,A+,43.1
8.58,96.3,49.6,11.1,5.88,22.6,19.6,O,52.6
6.36,50.5,6.9,5.6,9.59,23.7,95.3,A,31.9
7.07,53.8,21.6,14.3,5.55,15.0,89.7,A,36.4
5.61,62.5,46.8,23.2,9.33,2.9,3.3,B+,16.0
5.91,83.5,49.8,22.2,7.72,11.4,56.2,A,12.8
8.41,94.4,27.9,13.4,5.2,28.0,78.9,B+,1.7
5.91,73.0,32.7,21.5,7.32,6.9,24.5,A+,42.8
7.63,80.3,38.9,28.5,9.09,9.6,52.4,O,33.7
8.55,59.4,45.8,0.9,8.63,22.4,40.6,A+,38.6
5.53,90.2,6.7,15.8,7.44,22.0,19.7,B+,18.3
7.84,98.4,44.6,26.5,9.3,27.4,61.5,B+,0.0
6.28,63.4,26.5,19.1,5.6,11.6,99.4,A+,45.4
9.81,74.7,24.8,22.8,9.55,15.4,36.5,O,42.5
7.42,54.3,23.3,18.1,9.23,14.0,55.2,B+,9.0
9.03,78.0,28.0,34.7,8.54,27.8,32.8,B,0.0
7.75,75.1,52.0,1.9,9.09,23.1,87.7,B+,0.0
5.22,57.2,30.2,17.2,7.72,24.9,86.5,A+,44.7
8.17,72.1,52.4,3.2,8.38,4.0,17.9,B+,7.0
9.76,66.7,9.9,5.6,7.8,23.8,90.0,B+,7.1
8.01,76.1,39.8,13.4,6.78,13.0,15.2,A+,41.6
9.1,79.3,44.7,5.4,7.84,0.7,9.5,A,22.1
9.42,50.4,37.4,33.7,6.29,1.8,65.3,A,21.9
6.14,88.1,33.4,33.1,7.2,20.3,38.6,A+,26.8
6.06,85.7,31.1,11.8,6.4,11.2,53.1,C,0.0
8.05,68.3,47.4,22.4,5.61,26.0,65.3,B,0.0
7.06,52.6,45.2,18.7,6.61,22.0,5.3,A,20.9
9.2,87.7,6.7,28.5,9.26,0.7,29.3,A+,35.3
9.5,97.8,46.7,22.0,6.91,20.6,46.1,B+,0.0
6.77,62.0,22.8,0.0,8.74,5.8,26.7,A+,55.3
6.18,66.2,14.0,26.7,5.88,12.7,4.9,A+,54.2
8.9,59.2,47.8,26.1,7.12,18.7,8.7,A,3.7
6.37,78.8,23.8,17.8,5.57,26.2,80.2,A,24.4
9.11,57.7,44.5,31.6,5.69,13.7,91.1,O,41.4
7.12,67.8,14.5,31.8,8.09,24.3,15.2,B+,0.7
8.34,84.9,0.2,18.3,8.04,23.5,24.9,O,54.3
5.48,78.0,27.3,21.3,6.07,12.4,65.2,B,6.0
8.12,69.3,5.5,34.9,7.37,15.0,95.4,B,0.0
7.26,71.0,41.5,10.5,9.32,21.0,30.0,B+,3.2
7.93,78.1,15.2,11.4,5.87,0.9,85.5,A,36.3
5.84,50.3,24.4,6.4,5.1,26.7,50.6,A+,53.6
8.68,53.9,4.8,31.4,8.26,23.1,95.7,B+,5.4
9.31,94.1,15.8,26.1,5.27,7.5,13.6,B,0.0
6.08,53.9,43.0,3.7,9.9,29.4,97.4,A+,28.1
5.48,85.3,8.3,34.4,8.05,5.4,44.1,A,34.2
5.12,96.0,35.6,25.6,7.35,27.4,95.3,A,11.6
8.21,63.5,50.5,29.8,7.15,9.7,45.9,A,6.7
8.04,68.5,37.4,1.7,7.87,22.9,53.0,A,21.2
7.73,78.4,44.6,17.7,5.45,13.7,80.5,C,0.0
6.16,94.1,6.0,24.5,9.65,22.1,72.3,A+,36.9
6.95,97.1,13.8,19.0,8.13,4.7,62.0,A,29.4
7.97,87.0,49.2,23.3,5.92,8.1,41.7,C,0.0
7.48,54.3,39.3,28.6,7.81,3.0,79.2,A,20.3
9.94,83.5,35.2,13.1,5.67,26.0,94.8,B,0.0
5.68,70.5,36.5,29.7,5.09,8.9,1.0,O,63.8
8.48,73.5,22.8,5.7,8.15,20.8,58.8,C,0.0
7.02,52.5,2.5,9.5,8.24,24.6,86.6,A+,52.2
7.14,59.6,43.1,1.5,7.92,27.0,65.3,C,0.0
8.59,89.5,37.3,12.8,5.92,3.2,80.1,A+,40.4
8.46,72.7,26.0,13.3,8.02,26.8,89.5,A,17.7
9.96,65.1,49.5,28.2,5.28,5.9,75.1,A,11.5
5.64,69.2,18.5,22.9,8.05,22.1,71.7,A,30.7
5.52,92.7,16.2,15.3,7.77,21.9,96.5,A+,33.1
8.62,87.4,48.0,22.8,8.28,0.3,86.4,C,0.0
7.89,63.6,43.8,1.8,9.48,6.6,81.5,A,29.4
6.37,55.9,28.3,6.3,9.25,14.8,8.6,B+,15.4
5.4,62.6,7.2,21.9,9.9,12.6,23.9,A+,46.4
5.43,96.0,11.8,22.4,9.88,27.6,55.7,B,0.0
9.47,79.1,36.1,27.1,8.86,10.8,71.0,A,0.8
5.96,76.7,21.2,14.1,9.78,28.1,30.3,C,0.0
6.62,79.8,46.0,25.3,9.34,13.8,9.3,A,12.7
6.13,68.3,52.2,23.9,8.64,28.9,31.1,A+,20.0
6.77,90.4,44.3,33.7,5.38,22.1,77.1,A,13.0
5.35,76.2,20.8,7.5,5.25,24.9,87.7,B+,19.7
7.6,55.8,43.4,19.3,9.19,3.1,91.3,B+,3.2
5.34,56.5,19.3,21.1,7.45,17.6,37.9,B+,20.7
9.0,76.8,9.2,35.0,9.07,4.3,37.3,O,53.7
6.17,96.8,1.8,7.0,6.56,8.9,40.7,B+,34.8
7.7,65.4,21.2,18.3,6.99,18.7,37.6,B,0.0
9.4,93.5,49.7,12.1,8.5,21.8,66.6,A+,11.3
8.25,88.2,13.1,18.4,9.58,1.2,35.8,O,58.1
7.66,62.4,11.4,8.1,5.44,15.9,2.0,B+,25.0
6.62,51.8,53.3,1.7,9.31,17.0,43.9,A,20.8
6.67,55.1,1.4,20.0,8.97,2.4,22.4,B+,21.6
8.35,86.4,43.2,11.8,6.58,15.0,2.9,A,22.3
9.97,60.0,17.7,6.4,6.78,21.4,47.1,C,0.0
8.31,68.6,2.1,11.3,5.23,1.6,20.6,B,16.8
7.79,75.1,50.5,1.7,5.08,22.8,45.3,B+,8.8
8.65,86.3,7.7,33.3,7.39,17.3,27.8,A+,33.5
7.33,55.7,30.3,20.3,5.48,25.0,60.4,A+,42.1
5.3,70.3,15.1,28.5,5.97,6.5,99.1,B,4.6
7.81,74.3,3.6,14.8,9.23,25.0,54.7,B+,6.4
9.79,77.0,2.7,31.6,7.86,2.8,64.7,B+,0.0
5.88,90.9,6.4,16.9,8.17,12.1,91.9,A,32.8
8.45,58.6,3.9,20.1,5.94,6.0,37.4,A+,52.8
6.0,90.4,41.8,17.2,9.14,26.3,16.7,A,10.5
7.68,84.6,26.7,25.7,9.34,21.1,28.3,A+,26.4
5.48,77.8,18.9,19.8,7.62,0.8,40.3,B+,26.2
7.25,85.0,23.0,9.5,9.56,0.3,64.5,B+,17.6
8.78,70.6,51.1,5.1,9.22,8.7,0.5,O,40.5
6.74,56.9,50.1,21.2,8.66,4.3,85.3,B+,0.7
8.32,83.3,39.4,17.1,8.67,18.9,7.6,B,0.0
8.98,76.2,48.7,3.4,5.53,19.9,90.1,B+,8.6
9.64,82.0,17.6,13.8,6.35,28.3,94.9,A,12.3
6.17,66.9,21.0,18.0,5.33,28.6,99.0,A,34.3
7.0,95.3,33.8,28.9,5.04,19.8,81.0,B,0.0
5.76,79.4,34.3,2.7,5.79,0.2,14.2,A,49.7
9.96,54.3,26.5,12.2,9.4,10.8,70.6,B,0.0
9.64,72.5,22.0,28.8,6.2,15.4,20.3,B+,8.3
7.7,87.8,54.2,22.7,9.85,15.0,89.7,B,0.0
9.21,89.7,45.2,10.1,7.99,18.1,31.7,C,0.0
7.6,74.7,23.9,29.6,6.19,28.8,32.7,B+,1.2
8.12,94.7,40.0,17.3,7.49,26.6,91.8,O,30.2
5.45,63.4,14.8,17.4,6.1,3.3,1.3,A+,55.6
8.78,70.5,5.5,34.2,9.92,8.0,19.4,O,50.0
5.64,94.9,19.4,33.1,9.24,25.0,42.2,A+,33.0
9.13,94.8,22.2,12.5,5.13,24.7,70.1,O,52.4
8.91,84.3,0.9,4.9,9.74,8.3,64.8,A,24.9
8.54,92.9,44.8,11.4,8.61,21.9,66.9,O,38.3
5.18,54.4,19.8,1.1,5.41,20.2,88.0,A,42.8
6.52,93.2,31.9,0.7,8.35,14.2,12.1,B,2.0
6.32,66.0,4.1,13.8,8.23,6.0,52.2,B+,30.9
6.8,58.9,9.6,32.9,6.09,26.7,72.5,B,0.0
5.44,62.0,48.9,30.5,8.79,20.3,63.6,A+,31.9
9.68,70.9,33.5,17.9,5.44,5.1,44.8,A,22.2
7.77,62.6,52.3,19.8,7.45,21.1,1.7,A,12.1
6.53,66.0,54.9,0.2,5.05,22.2,6.0,A,31.1
6.98,56.7,20.5,7.5,9.84,26.6,11.9,B+,6.4
7.24,64.8,16.4,0.9,8.76,6.7,34.3,O,67.5
8.0,78.6,47.2,26.4,5.79,29.7,11.8,A+,22.4
7.58,72.1,54.9,5.1,6.71,4.6,42.6,B+,8.8
9.6,67.3,34.6,30.4,5.8,18.0,17.9,B+,0.0
7.48,87.3,43.7,22.5,8.83,19.7,77.9,B+,0.0
9.96,94.7,43.0,8.0,5.29,12.6,87.1,A+,25.0
9.26,87.8,19.5,5.5,9.2,14.3,39.0,A,25.2
6.04,66.6,31.6,22.0,9.71,26.7,51.1,O,37.2
9.65,87.2,45.8,31.5,8.38,19.4,95.3,C,0.0
5.58,57.6,37.8,25.1,6.06,14.9,53.6,B,0.0
9.09,56.5,1.2,12.2,6.8,3.9,99.5,O,67.8
6.9,67.3,18.5,20.6,7.39,0.2,14.2,A+,57.5
9.39,90.4,7.9,10.9,8.02,3.7,86.2,B+,11.1
9.34,62.3,12.8,35.0,8.34,28.7,49.7,A+,25.5
9.03,53.2,49.8,26.2,7.77,22.9,2.3,B,0.0
8.95,56.6,2.0,21.5,6.76,29.0,97.2,B+,7.3
6.52,92.9,12.1,14.8,9.45,1.1,96.5,A+,43.7
5.4,81.7,17.0,21.6,5.41,20.4,38.3,O,67.9
7.01,62.7,33.9,12.0,7.33,1.3,95.4,B+,12.4
5.87,77.8,29.4,1.0,8.88,23.5,14.1,A,26.2
8.47,76.4,12.0,13.8,5.3,11.4,68.0,B+,18.7
6.73,82.8,9.0,32.6,8.53,2.9,19.2,A+,44.0
9.88,61.7,13.0,21.9,9.1,17.0,24.7,A+,24.4
8.2,93.2,27.6,2.9,8.3,8.4,77.9,B+,9.2
9.11,65.5,14.9,31.0,5.06,19.8,37.7,A,17.0
5.66,84.7,52.1,9.4,5.9,19.7,0.7,A+,44.2
9.31,50.8,25.5,8.5,6.71,21.2,41.4,A+,33.3
9.61,68.6,3.2,10.4,6.17,29.8,22.8,B+,21.3
7.44,67.6,40.1,20.2,9.81,11.6,68.3,B+,0.0
8.03,77.2,18.1,19.1,8.26,14.0,19.4,A+,35.4
8.82,53.6,35.9,17.2,6.48,24.1,84.2,B+,0.0
5.87,89.5,15.4,25.1,9.65,17.4,26.7,A+,39.6
7.51,60.9,31.4,11.1,8.7,1.1,39.3,A,33.4
6.99,83.9,42.5,27.4,6.42,25.3,29.8,B+,0.0
5.73,90.2,51.0,6.1,6.89,1.5,64.4,B+,8.6
6.84,78.1,14.4,27.4,6.0,5.1,10.1,A+,45.0
5.34,87.0,18.4,23.2,9.86,3.1,47.8,A+,44.7
5.13,83.1,25.5,23.9,7.59,2.3,33.4,O,67.3
5.68,67.8,51.0,16.9,9.48,0.8,88.4,B,0.0
9.82,90.4,49.6,23.3,6.73,1.7,7.3,O,40.9
7.75,64.7,4.9,2.8,9.3,13.3,83.0,A+,53.5
9.83,78.6,7.3,29.8,5.27,7.6,16.8,A+,49.1
7.16,87.3,27.3,1.9,9.91,3.8,8.9,A,35.5
6.56,68.9,5.9,5.2,9.56,19.8,20.2,B+,25.1
7.53,65.1,19.0,20.2,6.82,6.8,10.3,A+,45.2
7.2,73.0,8.2,25.9,8.87,0.6,52.1,A,34.0
5.53,90.9,35.0,2.7,8.76,12.6,98.8,O,59.2
8.2,96.5,52.2,32.2,9.51,9.3,3.4,A,2.2
6.08,77.3,54.8,34.1,6.54,9.6,46.1,A+,33.2
8.1,83.1,20.6,21.2,7.33,13.4,38.6,A+,38.7
8.25,95.2,32.9,16.8,9.32,20.1,34.0,A,9.3
5.76,54.9,47.1,25.9,8.89,18.5,33.2,B+,0.0
5.31,61.6,6.5,11.5,6.97,28.1,89.5,B+,22.0
8.9,85.4,37.9,17.3,9.23,15.5,1.9,A,11.2
7.3,91.2,22.5,32.1,5.23,14.2,77.5,A+,36.7
5.29,92.9,11.3,33.4,8.91,6.4,25.3,A+,43.7
9.97,70.8,22.2,32.4,6.03,22.7,38.3,A,14.7
5.29,54.5,4.2,9.2,6.43,4.2,42.0,B,28.1
8.48,71.9,38.2,8.1,7.47,14.7,30.5,C,0.0
9.92,61.5,13.9,10.4,7.25,12.6,9.4,B+,10.8
6.2,64.6,17.1,15.4,7.6,19.7,11.4,A,35.6
5.71,88.6,6.7,11.0,7.72,27.5,29.8,B+,28.2
5.61,53.8,47.6,13.1,6.66,28.4,82.2,A,23.4
6.52,91.4,27.1,21.7,5.88,5.0,13.5,B+,15.7
5.51,71.4,31.5,26.7,8.84,7.9,74.3,A+,39.8
8.46,79.8,31.3,25.7,7.0,24.3,28.9,A+,29.2
5.31,54.5,22.6,28.5,7.53,15.5,88.3,O,60.3
7.55,66.9,10.6,1.1,8.22,13.6,42.8,A,43.6
9.98,54.5,41.0,1.7,9.55,21.3,17.2,B+,0.4
9.07,98.1,7.0,27.6,8.54,18.1,98.6,B+,1.2
8.08,90.4,5.7,18.7,5.23,29.1,17.7,B,0.0
6.53,73.0,39.1,20.2,9.19,17.5,56.8,C,0.0
8.12,61.2,11.5,1.8,9.95,14.0,56.9,O,65.9
7.64,96.7,16.9,8.9,7.36,16.3,37.3,A,32.0
7.13,67.2,26.1,22.3,9.85,24.3,95.1,A,14.9
5.65,58.0,24.7,30.1,7.74,18.4,84.4,B,2.4
9.43,78.2,39.0,32.1,7.3,19.4,83.0,A+,20.3
7.25,97.2,34.3,17.5,6.66,29.1,97.4,O,38.5
5.97,50.2,35.4,19.1,8.29,18.6,45.7,A,25.9
6.84,61.9,39.3,29.2,6.15,11.4,9.7,C,0.0
7.07,96.9,16.1,18.8,5.52,20.7,76.5,B,4.7
9.14,58.6,17.7,18.1,5.14,19.8,38.1,A,32.9
8.67,55.7,24.1,31.7,6.46,0.4,19.0,B,4.2
8.85,78.5,16.9,27.6,6.98,14.0,48.3,O,45.7
5.06,93.1,54.2,31.8,7.76,22.3,92.6,A,9.7
7.08,73.9,44.8,7.6,6.46,15.0,17.1,B+,6.4
7.41,99.7,9.1,18.4,9.92,23.4,84.9,A+,24.1
5.1,84.0,0.3,29.5,6.46,13.5,41.8,A+,52.0
6.3,53.7,2.4,3.9,7.2,29.5,13.7,B,20.1
8.8,99.6,13.4,27.8,5.52,8.8,84.8,B+,2.0
5.69,70.4,6.3,6.4,6.3,2.8,97.0,C,4.5
7.68,64.4,29.3,28.3,5.24,12.9,29.1,A+,45.1
6.08,77.9,47.2,21.4,7.8,16.3,30.4,A,20.8
5.06,65.2,40.5,6.8,8.76,10.5,39.1,A,41.3
6.21,54.3,11.9,16.6,5.98,7.3,81.4,B,12.7
9.88,50.1,22.0,23.9,6.84,20.2,1.0,A+,32.7
9.01,72.5,27.9,22.2,5.08,11.3,22.4,A,20.1
9.8,91.8,44.6,15.0,9.2,18.9,70.6,A+,13.6
7.44,78.6,46.2,31.5,8.9,23.4,40.6,B+,0.0
5.55,100.0,50.0,18.2,5.32,22.8,33.0,A+,27.7
7.74,64.3,28.0,17.7,6.82,11.3,87.2,O,62.6
7.27,64.0,38.2,2.2,9.78,17.0,91.7,A,20.4
9.22,58.0,6.1,32.3,6.96,13.5,94.8,A,30.8
5.49,58.2,31.1,6.2,7.63,26.1,27.3,A+,44.8
7.44,64.3,13.7,18.5,6.78,26.4,91.3,A+,38.3
5.75,89.6,23.7,28.1,7.98,10.3,73.7,B,0.0
6.62,95.3,34.9,7.5,9.89,2.8,15.4,O,53.1
8.69,98.8,14.1,18.5,9.99,5.0,61.0,O,50.9
7.38,61.6,2.9,8.4,8.87,11.0,2.6,A+,57.6
6.88,94.1,0.6,26.6,7.02,16.9,70.8,C,0.0
6.97,66.4,1.2,19.8,7.47,19.7,73.4,O,67.9
7.3,55.6,0.5,30.0,6.78,9.9,78.9,B,8.0
8.93,93.5,6.1,31.3,9.93,20.0,17.3,B,0.0
9.46,81.8,13.2,22.7,8.54,28.1,62.8,A,7.7
9.78,58.2,12.2,25.4,7.24,19.6,17.9,A+,35.6
8.93,71.5,54.3,19.2,5.06,4.8,94.7,B+,14.8
6.58,64.4,16.8,13.5,7.6,17.4,67.5,B+,20.1
8.44,86.8,7.0,22.7,9.92,16.3,9.5,B+,4.4
7.19,72.7,30.0,31.8,7.62,26.1,18.7,B,0.0
6.27,99.5,47.2,14.6,5.91,10.5,66.3,A+,34.7
9.2,52.7,37.3,11.0,5.11,12.7,47.7,B+,12.8
5.19,67.8,16.3,13.6,6.77,18.0,73.6,A+,56.9
9.51,74.1,30.9,15.2,9.59,15.7,28.1,A,11.3
7.31,75.2,39.3,2.6,9.98,21.6,65.8,B+,0.0
8.19,65.8,40.0,17.4,9.73,1.2,17.7,A+,33.2
8.3,86.5,36.7,17.3,8.65,16.9,54.4,O,39.8
9.48,93.7,47.9,20.6,7.79,3.7,95.8,A+,14.7
8.18,96.9,47.9,12.7,7.95,9.5,62.8,A,9.7
8.07,90.3,31.8,21.5,7.69,19.8,5.0,B,0.0
5.33,92.5,23.6,30.7,8.54,4.7,98.9,A,17.0
7.59,77.5,35.3,33.4,7.09,9.3,15.7,B+,0.0
5.75,91.3,45.0,20.4,8.35,21.1,71.8,A+,31.4
8.69,65.2,0.3,1.5,5.61,19.5,53.3,A+,62.9
7.56,69.9,54.6,33.9,6.33,2.7,29.4,A+,22.2
8.4,65.8,10.1,24.7,9.18,17.3,17.7,A,27.4
5.21,73.4,25.9,11.8,9.52,4.4,17.8,A,31.1
5.42,64.3,48.0,5.2,7.7,7.6,85.8,B,3.5
8.58,98.1,12.4,5.0,5.16,13.8,87.3,A,33.6
5.36,65.6,26.2,5.9,9.63,3.3,46.5,A,40.3
5.36,54.9,7.3,1.6,8.51,29.8,10.4,O,68.4
5.06,76.3,21.7,31.6,7.07,5.0,88.4,O,52.5
9.78,52.9,9.7,18.9,7.99,23.4,48.7,O,47.0
8.69,55.5,20.0,24.5,7.15,24.9,43.9,B+,5.2
6.77,61.0,20.5,29.0,7.33,29.8,40.7,A,27.5
6.48,73.2,54.6,27.7,9.43,12.9,36.5,A+,18.5
6.75,71.7,54.7,30.9,5.81,26.2,52.6,B+,0.0
8.87,90.0,6.3,33.9,5.52,28.7,60.5,A,12.2
8.31,87.0,39.9,15.4,5.01,5.2,46.6,O,54.7
5.93,71.3,2.8,33.3,6.57,14.4,89.7,B+,8.9
5.87,66.7,1.7,25.3,5.74,1.8,31.8,B+,38.0
5.49,65.8,5.8,2.5,6.1,18.6,57.8,A+,64.4
8.3,88.7,53.1,23.9,5.06,17.4,30.0,B+,0.0
8.82,52.6,51.7,24.0,6.14,6.1,75.3,A+,28.5
6.33,50.6,10.7,31.7,6.66,23.9,10.2,B+,16.7
5.1,89.8,8.9,13.1,5.16,1.1,18.9,B,26.3
5.41,73.9,13.2,20.5,8.04,24.2,80.1,A,28.7
9.84,56.5,28.4,0.4,7.84,0.8,18.3,A+,47.9
6.48,61.8,31.3,11.6,5.49,19.7,62.6,A,29.3
8.85,96.6,12.2,2.2,7.98,2.4,97.0,A+,43.2
8.12,93.0,41.6,18.3,9.99,7.5,52.3,O,34.7
6.91,85.5,17.0,28.6,9.72,21.7,18.7,B+,0.0
6.03,74.1,50.7,7.2,5.01,8.4,32.1,O,68.9
5.61,76.0,36.1,18.5,8.98,15.3,82.3,A+,42.3
8.08,98.8,24.0,7.1,6.77,27.5,35.2,B+,1.6
8.87,98.3,43.4,4.2,5.32,1.5,72.4,B+,11.3
8.22,60.8,45.0,17.9,6.48,24.3,77.7,O,41.6
7.65,90.6,16.0,2.8,6.61,2.0,50.1,B+,30.1
5.21,59.9,18.7,20.6,7.62,3.8,78.3,B,8.6
9.84,60.7,51.5,1.1,8.31,3.6,31.7,O,49.0
8.99,83.8,9.1,3.7,8.75,29.8,51.6,A,18.6
6.46,70.3,2.3,19.2,6.23,5.4,68.7,B+,21.5
9.9,96.6,25.0,20.7,6.61,26.9,16.8,B+,0.0
8.01,54.5,44.1,1.0,6.54,29.7,27.4,A+,40.0
7.91,75.6,42.4,20.1,6.81,11.5,65.2,A+,33.1
8.74,95.9,50.6,29.3,10.0,18.9,65.5,B+,0.0
9.06,95.2,29.3,25.3,8.89,23.4,49.3,C,0.0
8.28,57.8,5.5,4.6,9.87,11.8,79.6,B+,20.1
5.64,68.3,32.4,20.7,8.47,4.9,48.2,C,0.0
6.69,81.0,42.8,23.5,7.03,13.0,88.1,B+,0.0
9.64,58.0,5.1,1.3,6.95,23.2,73.6,B,0.0
6.12,98.4,9.5,29.9,7.44,23.4,31.5,B+,2.4
6.86,95.7,0.7,31.7,7.08,6.9,39.5,B,1.3
7.16,58.3,32.7,29.8,9.14,5.2,66.8,A+,36.0
7.2,56.1,48.8,28.9,7.33,27.6,89.4,B,0.0
8.06,54.3,36.9,26.1,6.48,1.3,17.9,A+,38.1
9.72,95.5,54.0,22.2,8.87,22.0,51.5,O,21.6
6.2,59.7,3.5,23.8,9.27,1.4,11.9,A,48.5
5.61,70.8,49.7,28.2,7.1,25.1,27.9,A,18.8
5.99,72.4,44.8,23.2,8.34,27.2,68.6,O,44.0
9.43,80.0,17.3,11.5,5.29,8.9,7.8,C,0.0
8.23,53.6,53.5,13.2,7.65,2.2,66.2,B+,4.3
6.43,61.3,15.8,31.4,5.22,14.4,90.1,B,0.0
9.08,96.6,48.9,0.6,5.15,9.0,96.9,C,0.0
9.31,95.4,48.4,24.5,8.06,12.5,21.7,A,0.5
9.23,89.1,41.7,33.4,6.52,19.9,74.9,A+,11.6
9.59,51.0,31.0,24.7,8.71,6.3,92.6,A+,25.2
6.26,66.4,6.6,34.8,9.48,10.7,9.1,A,26.8
8.78,81.4,29.3,24.1,5.7,23.5,41.4,B+,0.0
7.3,63.8,19.6,1.2,8.62,19.3,91.9,A,27.6
9.21,95.5,43.6,28.9,7.57,9.8,20.3,A,7.2
8.64,81.7,41.7,10.0,5.56,19.9,93.4,A+,31.0
8.88,53.6,50.1,15.6,8.26,23.0,52.7,A,8.9
8.28,95.5,0.8,10.9,8.05,17.8,10.0,O,57.7
5.89,97.9,44.5,9.4,7.58,7.2,45.0,B,0.0
7.73,53.9,51.6,15.1,9.63,0.0,32.6,O,46.3
9.92,76.6,43.4,13.3,7.61,24.1,28.2,A,13.7
9.69,65.2,7.2,22.2,9.95,24.7,54.1,A+,26.5
5.22,69.6,4.5,28.5,7.55,20.9,48.4,B+,17.7
5.82,59.0,1.1,10.4,5.58,2.3,48.2,A,57.7
5.66,78.9,34.6,7.5,7.35,17.6,8.8,A+,50.7
8.63,97.9,34.6,23.3,5.91,24.6,80.2,A,12.1
9.09,75.2,54.3,23.5,7.99,11.7,48.1,B,0.0
6.07,54.1,21.9,31.5,8.47,5.9,82.1,B,0.0
7.53,81.0,18.3,0.6,7.34,17.6,82.5,A+,46.6
9.2,67.0,34.3,29.9,5.49,24.8,31.7,B+,0.0
8.66,92.8,45.4,18.2,7.34,1.5,0.4,O,46.5
7.71,71.7,51.5,21.7,5.41,17.9,91.1,A+,34.0
7.95,59.6,44.2,3.2,8.41,19.3,76.1,A,13.4
7.54,59.6,23.5,15.1,8.95,18.1,10.7,A+,36.8
6.49,88.4,34.9,8.0,9.81,19.5,70.2,B+,1.9
7.83,63.3,47.1,8.9,5.74,18.9,2.0,B,0.0
8.44,88.4,27.0,17.6,7.66,3.9,2.8,O,52.6
9.37,60.3,11.9,28.4,7.84,7.0,52.6,A+,43.9
8.18,66.1,9.3,26.0,9.61,18.6,9.6,A,19.1
8.81,73.3,0.0,20.7,8.14,0.5,96.4,B+,16.6
5.8,97.2,39.5,18.9,5.73,19.0,89.4,B,0.0
7.31,96.6,6.1,15.0,7.18,20.0,65.0,B,0.0
5.05,60.3,13.4,34.0,8.27,7.2,6.4,B+,23.3
6.23,67.9,16.4,19.6,8.5,17.9,32.5,A+,50.8
8.63,57.5,30.8,8.9,9.32,16.0,37.2,B+,6.2
9.96,75.5,21.9,8.1,5.9,7.8,48.1,A+,42.0
5.5,73.0,37.1,21.4,9.76,13.9,16.9,C,0.0
7.01,95.0,3.1,18.3,5.3,27.3,57.8,O,50.9
9.0,96.5,6.8,0.3,9.92,12.8,43.6,B+,12.5
6.02,69.2,27.5,29.1,9.29,18.9,94.7,O,40.8
7.78,74.6,18.5,24.6,8.3,1.1,93.6,A,26.7
8.67,94.8,16.3,23.2,8.67,2.3,56.5,B+,0.0
8.08,90.3,3.7,2.4,5.36,2.4,64.4,B+,27.9
5.94,50.2,49.3,12.7,5.21,23.3,13.8,B+,14.9
6.78,66.0,38.1,32.7,5.51,10.5,22.3,B+,5.2
8.92,71.1,6.7,30.2,5.44,6.8,90.1,A+,40.5
7.77,61.5,3.6,10.0,7.74,22.4,69.9,B,6.5
5.03,60.0,53.6,5.5,6.08,5.1,18.9,B,8.4
8.8,51.9,37.5,15.7,9.3,7.4,57.0,A+,28.3
5.18,82.2,23.0,12.5,7.23,12.9,93.5,B,7.5
8.73,63.1,38.6,23.9,8.48,9.9,34.5,C,0.0
6.01,52.6,41.6,33.8,8.26,17.6,18.6,B+,2.6
9.79,61.5,42.9,12.7,6.6,10.1,94.2,A+,26.7
6.84,90.1,26.3,2.2,6.22,11.8,46.1,B+,10.7
6.63,92.6,23.6,31.4,6.71,25.9,41.7,A,12.4
5.74,74.2,0.6,1.3,8.98,26.5,26.8,B+,21.9
6.53,70.8,51.0,33.3,7.93,24.8,89.2,A,0.3
9.38,98.9,33.2,23.3,6.27,25.9,84.6,B,0.0
9.98,60.0,11.2,33.0,9.09,17.1,40.3,B+,0.0
6.84,60.8,50.6,7.0,5.27,19.4,3.1,A+,48.1
7.24,64.6,50.3,1.4,8.5,16.7,44.7,B+,10.8
8.61,58.6,54.4,17.1,7.2,23.6,18.1,A,13.3
9.43,69.0,48.1,15.8,8.66,16.5,14.3,A+,19.5
7.97,95.5,54.9,11.6,9.64,3.3,39.3,A,10.4
6.96,80.8,13.5,33.5,8.75,24.3,9.9,O,53.1
7.06,70.6,46.3,28.8,7.21,22.8,95.7,C,0.0
8.48,96.7,45.3,23.2,5.75,24.6,4.8,A,14.6
5.02,52.4,12.7,5.7,9.03,5.7,40.1,B+,28.3
8.1,60.5,5.4,25.7,7.3,8.1,16.3,A+,48.9
6.78,78.3,53.9,25.4,5.38,8.9,68.9,B+,4.0
8.97,80.8,16.3,14.9,8.6,15.2,7.9,B+,7.8
5.46,52.0,47.9,32.4,6.46,4.0,54.7,A,33.7
